Locus_tag	Replicon	Start	End	Type	Strand
SM2011_c01114	Chromosome	440718	441849	gene	+
SM2011_c01113	Chromosome	441866	442372	gene	+
SM2011_c01112	Chromosome	442385	443548	gene	+
SM2011_c01111	Chromosome	443609	445297	gene	+
SM2011_c01110	Chromosome	445330	445914	gene	+
SM2011_c01109	Chromosome	446119	447487	gene	+
SM2011_c06122	Chromosome	447322	447367	gene	-
SM2011_c01108	Chromosome	447546	448489	gene	+
SM2011_c01107	Chromosome	448374	448830	gene	-
SM2011_c01106	Chromosome	448832	449321	gene	-
SM2011_c01105	Chromosome	449398	450453	gene	+
SM2011_c01104	Chromosome	450388	452972	gene	-
SM2011_c07022	Chromosome	453011	453051	gene	+
SM2011_c01103	Chromosome	453025	454173	gene	-
SM2011_c01102	Chromosome	454175	455494	gene	-
SM2011_c01101	Chromosome	455538	456074	gene	+
SM2011_c01100	Chromosome	456144	457079	gene	+
SM2011_c06123	Chromosome	457053	457111	gene	-
SM2011_c01099	Chromosome	457079	457859	gene	+
SM2011_c07023	Chromosome	457861	457950	gene	+
SM2011_c01098	Chromosome	457960	458565	gene	-
SM2011_c01394	Chromosome	458432	458887	gene	-
SM2011_c01097	Chromosome	459141	459737	gene	-
SM2011_c01096	Chromosome	459724	460972	gene	-
SM2011_c01095	Chromosome	461104	464289	gene	-
SM2011_c01094	Chromosome	464418	465626	gene	-
SM2011_c01093	Chromosome	465678	466544	gene	-
SM2011_c06126	Chromosome	466546	466584	gene	-
SM2011_c01092	Chromosome	466608	467541	gene	+
SM2011_c01091	Chromosome	467552	467695	gene	-
SM2011_c01090	Chromosome	467774	469774	gene	-
SM2011_c01089	Chromosome	469819	470205	gene	-
SM2011_c01732	Chromosome	470208	471091	gene	-
SM2011_c01731	Chromosome	471283	472616	gene	+
SM2011_c01730	Chromosome	472261	473037	gene	-
SM2011_c01729	Chromosome	473141	474055	gene	+
SM2011_c01728	Chromosome	474129	475241	gene	+
SM2011_c01727	Chromosome	475246	476195	gene	+
SM2011_c01726	Chromosome	476066	477152	gene	-
SM2011_c01725	Chromosome	477312	478208	gene	+
SM2011_c01724	Chromosome	478219	478736	gene	+
SM2011_c01723	Chromosome	478810	479349	gene	-
SM2011_c01722	Chromosome	479478	480152	gene	-
SM2011_c06128	Chromosome	480220	480286	gene	-
SM2011_c06129	Chromosome	480299	480431	gene	+
SM2011_c01721	Chromosome	480338	482270	gene	-
SM2011_c01720	Chromosome	482267	482653	gene	-
SM2011_c04434	Chromosome	482687	482922	gene	-
SM2011_c01719	Chromosome	483061	485305	gene	+
SM2011_c06130	Chromosome	483327	483450	gene	-
SM2011_c01718	Chromosome	485307	486170	gene	+
SM2011_c01717	Chromosome	486193	487614	gene	+
SM2011_c07024	Chromosome	487558	487724	gene	+
SM2011_c01716	Chromosome	487679	489209	gene	+
SM2011_c01733	Chromosome	489329	489405	gene	+
SM2011_c01715	Chromosome	489698	490458	gene	-
SM2011_c01714	Chromosome	490631	491119	gene	+
SM2011_c01713	Chromosome	491328	491945	gene	+
SM2011_c01712	Chromosome	492013	493178	gene	+
SM2011_c07025	Chromosome	493280	493325	gene	-
SM2011_c06132	Chromosome	493307	493352	gene	+
SM2011_c01711	Chromosome	493805	496573	gene	+
SM2011_c06133	Chromosome	496085	496163	gene	-
SM2011_c01710	Chromosome	497001	501479	gene	+
SM2011_c01709	Chromosome	501271	501774	gene	+
SM2011_c06134	Chromosome	501735	501829	gene	-
SM2011_c01708	Chromosome	501852	506312	gene	+
SM2011_c01707	Chromosome	506321	506890	gene	+
SM2011_c01706	Chromosome	507000	507575	gene	+
SM2011_c01705	Chromosome	507612	508213	gene	-
SM2011_c01704	Chromosome	508267	508944	gene	-
SM2011_c06135	Chromosome	509201	509450	gene	+
SM2011_c01703	Chromosome	509458	509889	gene	-
SM2011_c01702	Chromosome	509912	510898	gene	-
SM2011_c01701	Chromosome	510987	511586	gene	-
SM2011_c02181	Chromosome	511734	515522	gene	-
SM2011_c02180	Chromosome	515606	516023	gene	-
SM2011_c02179	Chromosome	516082	516910	gene	-
SM2011_c02178	Chromosome	517000	517481	gene	-
SM2011_c02177	Chromosome	517613	518362	gene	+
SM2011_c07026	Chromosome	518323	518422	gene	-
SM2011_c07027	Chromosome	518441	518518	gene	+
SM2011_c02176	Chromosome	518502	520373	gene	-
SM2011_c02175	Chromosome	520435	521168	gene	-
SM2011_c02174	Chromosome	521288	521866	gene	+
SM2011_c02173	Chromosome	521827	522307	gene	-
SM2011_c02172	Chromosome	522312	523725	gene	-
SM2011_c02171	Chromosome	523809	524975	gene	+
SM2011_c02170	Chromosome	525159	526282	gene	+
SM2011_c06136	Chromosome	525215	525283	gene	-
SM2011_c02169	Chromosome	526204	527064	gene	+
SM2011_c02167	Chromosome	527061	527776	gene	+
SM2011_c02166	Chromosome	527778	528914	gene	+
SM2011_c02165	Chromosome	528932	529630	gene	+
SM2011_c06137	Chromosome	529480	529537	gene	-
SM2011_c02164	Chromosome	529681	530642	gene	+
SM2011_c06138	Chromosome	530513	530616	gene	-
SM2011_c02163	Chromosome	530679	532371	gene	-
SM2011_c06139	Chromosome	532529	532576	gene	-
SM2011_c02162	Chromosome	532601	534499	gene	-
SM2011_c02161	Chromosome	534625	535988	gene	+
SM2011_c06140	Chromosome	535577	535648	gene	-
SM2011_c02160	Chromosome	536139	537390	gene	+
SM2011_c02159	Chromosome	537392	538091	gene	+
SM2011_c02158	Chromosome	538088	538699	gene	+
SM2011_c02157	Chromosome	538707	539712	gene	+
SM2011_c02156	Chromosome	539799	540596	gene	+
SM2011_c06141	Chromosome	540612	540683	gene	+
SM2011_c06142	Chromosome	540696	540757	gene	-
SM2011_c02187	Chromosome	540873	542124	gene	+
SM2011_c02202	Chromosome	542114	543036	gene	+
SM2011_c06143	Chromosome	542579	542632	gene	-
SM2011_c02201	Chromosome	543062	543310	gene	+
SM2011_c06144	Chromosome	543330	543402	gene	-
SM2011_c06145	Chromosome	544125	544186	gene	+
SM2011_c06146	Chromosome	544571	544652	gene	-
SM2011_c06147	Chromosome	544743	544807	gene	+
SM2011_c06148	Chromosome	544883	544949	gene	-
SM2011_c06149	Chromosome	545451	545502	gene	+
SM2011_c06150	Chromosome	545474	545681	gene	-
SM2011_c02189	Chromosome	545683	545970	gene	-
SM2011_c02200	Chromosome	545972	546551	gene	-
SM2011_c06151	Chromosome	546074	546169	gene	+
SM2011_c02184	Chromosome	546633	546968	gene	+
SM2011_c02199	Chromosome	547164	547676	gene	+
SM2011_c02203	Chromosome	547673	548840	gene	+
SM2011_c02155	Chromosome	548971	551799	gene	-
SM2011_c06152	Chromosome	549130	549196	gene	+
SM2011_c02154	Chromosome	551814	554714	gene	-
SM2011_c06153	Chromosome	552067	552161	gene	+
SM2011_c06154	Chromosome	553386	553465	gene	+
SM2011_c06155	Chromosome	553671	553721	gene	+
SM2011_c06156	Chromosome	553782	553965	gene	+
SM2011_c04429	Chromosome	554711	555358	gene	-
SM2011_c06157	Chromosome	555097	555167	gene	+
SM2011_c02153	Chromosome	555360	556691	gene	-
SM2011_c02152	Chromosome	556688	560200	gene	-
SM2011_c06158	Chromosome	559284	559350	gene	+
SM2011_c02151	Chromosome	560248	560629	gene	-
SM2011_c06159	Chromosome	560631	560703	gene	-
SM2011_c06160	Chromosome	560782	560846	gene	+
SM2011_c06161	Chromosome	561012	561085	gene	+
SM2011_c02183	Chromosome	561410	561485	gene	-
SM2011_c02150	Chromosome	561562	562611	gene	-
SM2011_c06163	Chromosome	562702	562849	gene	-
SM2011_c02149	Chromosome	562859	564130	gene	+
SM2011_c02148	Chromosome	563863	565070	gene	-
SM2011_c06164	Chromosome	564554	564633	gene	+
SM2011_c02147	Chromosome	565129	566521	gene	+
SM2011_c06165	Chromosome	565536	565663	gene	-
SM2011_c02146	Chromosome	566626	567750	gene	+
SM2011_c02144	Chromosome	567842	569326	gene	+
SM2011_c06166	Chromosome	569095	569139	gene	-
SM2011_c02143	Chromosome	569323	570645	gene	+
SM2011_c02142	Chromosome	570659	571474	gene	+
SM2011_c06167	Chromosome	571418	571569	gene	-
SM2011_c02141	Chromosome	571474	572274	gene	+
SM2011_c02140	Chromosome	572385	573068	gene	+
SM2011_c02139	Chromosome	573098	573806	gene	-
SM2011_c02138	Chromosome	574044	575294	gene	+
SM2011_c02137	Chromosome	575369	576343	gene	+
SM2011_c06169	Chromosome	575711	575779	gene	-
SM2011_c02136	Chromosome	576345	577718	gene	+
SM2011_c02135	Chromosome	577511	578099	gene	-
SM2011_c02134	Chromosome	578138	578878	gene	+
SM2011_c06170	Chromosome	578138	578197	gene	-
SM2011_c02217	Chromosome	578844	580186	gene	-
SM2011_c06171	Chromosome	580113	580186	gene	-
SM2011_c02218	Chromosome	580247	581412	gene	+
SM2011_c02219	Chromosome	581414	582351	gene	+
SM2011_c02206	Chromosome	581414	581488	gene	+
SM2011_c02220	Chromosome	582331	583225	gene	-
SM2011_c06172	Chromosome	582543	582600	gene	+
SM2011_c02221	Chromosome	583278	583688	gene	-
SM2011_c02222	Chromosome	583801	584607	gene	-
SM2011_c02223	Chromosome	584617	585333	gene	-
SM2011_c06173	Chromosome	585106	585167	gene	+
SM2011_c02224	Chromosome	585474	586584	gene	+
SM2011_c07028	Chromosome	586508	586640	gene	-
SM2011_c02225	Chromosome	586686	587256	gene	-
SM2011_c02226	Chromosome	587294	587849	gene	+
SM2011_c02227	Chromosome	587816	590115	gene	-
SM2011_c02228	Chromosome	590137	591345	gene	-
SM2011_c02229	Chromosome	591451	593340	gene	-
SM2011_c02230	Chromosome	593531	596579	gene	+
SM2011_c02231	Chromosome	596670	597359	gene	+
SM2011_c02232	Chromosome	597477	598623	gene	+
SM2011_c02234	Chromosome	598623	599426	gene	+
SM2011_c02235	Chromosome	599485	599806	gene	+
SM2011_c02236	Chromosome	599775	600724	gene	-
SM2011_c02237	Chromosome	600748	603395	gene	-
SM2011_c02238	Chromosome	603494	604016	gene	+
SM2011_c02239	Chromosome	604055	604617	gene	+
SM2011_c02240	Chromosome	604546	605202	gene	-
SM2011_c02241	Chromosome	605290	606250	gene	-
SM2011_c02242	Chromosome	606355	606642	gene	+
SM2011_c02243	Chromosome	606645	607148	gene	+
SM2011_c02244	Chromosome	607195	608562	gene	+
SM2011_c02245	Chromosome	608538	609626	gene	-
SM2011_c02246	Chromosome	609623	609999	gene	-
SM2011_c02247	Chromosome	610080	610528	gene	+
SM2011_c02248	Chromosome	610444	611390	gene	+
SM2011_c02249	Chromosome	611474	615060	gene	-
SM2011_c02250	Chromosome	615116	615672	gene	+
SM2011_c02251	Chromosome	615762	616992	gene	+
SM2011_c06174	Chromosome	616308	616381	gene	-
SM2011_c02252	Chromosome	617060	618137	gene	+
SM2011_c02253	Chromosome	618103	618501	gene	-
SM2011_c02254	Chromosome	618696	619700	gene	-
SM2011_c02255	Chromosome	619690	621174	gene	-
SM2011_c06176	Chromosome	619864	619909	gene	+
SM2011_c02256	Chromosome	621310	622491	gene	-
SM2011_c02257	Chromosome	622481	623305	gene	-
SM2011_c02258	Chromosome	623302	624027	gene	-
SM2011_c02259	Chromosome	624092	624917	gene	-
SM2011_c02260	Chromosome	624954	625831	gene	-
SM2011_c02261	Chromosome	625870	626612	gene	+
SM2011_c02262	Chromosome	626636	627826	gene	+
SM2011_c02263	Chromosome	627823	629436	gene	+
SM2011_c02264	Chromosome	629482	630018	gene	+
SM2011_c02265	Chromosome	630112	632758	gene	+
SM2011_c06178	Chromosome	632784	632943	gene	+
SM2011_c02266	Chromosome	632945	633512	gene	+
SM2011_c06179	Chromosome	633073	633117	gene	-
SM2011_c06180	Chromosome	633563	633590	gene	+
SM2011_c02267	Chromosome	633592	634176	gene	+
SM2011_c06181	Chromosome	633717	633769	gene	-
SM2011_c02268	Chromosome	634192	635403	gene	+
SM2011_c02269	Chromosome	635266	636597	gene	-
SM2011_c02270	Chromosome	636621	638262	gene	-
SM2011_c06182	Chromosome	637115	637164	gene	+
SM2011_c02271	Chromosome	638319	639122	gene	-
SM2011_c02272	Chromosome	639162	640577	gene	-
SM2011_c02273	Chromosome	640574	648211	gene	-
SM2011_c06183	Chromosome	645107	645172	gene	+
SM2011_c06184	Chromosome	645267	645351	gene	+
SM2011_c02274	Chromosome	648251	649758	gene	+
SM2011_c06186	Chromosome	649492	649575	gene	-
SM2011_c02275	Chromosome	649793	650624	gene	+
SM2011_c06187	Chromosome	649793	649853	gene	-
SM2011_c02276	Chromosome	650741	652058	gene	+
SM2011_c02277	Chromosome	652155	652739	gene	+
SM2011_c02278	Chromosome	652440	652619	gene	-
SM2011_c06188	Chromosome	652809	652921	gene	+
SM2011_c02279	Chromosome	652923	653300	gene	+
SM2011_c02280	Chromosome	653320	653622	gene	+
SM2011_c02281	Chromosome	653619	655064	gene	+
SM2011_c02282	Chromosome	655079	656428	gene	+
SM2011_c02283	Chromosome	656435	656947	gene	+
SM2011_c02284	Chromosome	656969	657301	gene	+
SM2011_c02285	Chromosome	657350	658597	gene	+
SM2011_c06189	Chromosome	658403	658725	gene	-
SM2011_c02326	Chromosome	658838	659661	gene	+
SM2011_c02327	Chromosome	660006	660515	gene	-
SM2011_c02328	Chromosome	660622	661266	gene	-
SM2011_c06190	Chromosome	661293	661343	gene	+
SM2011_c02286	Chromosome	661489	661737	gene	-
SM2011_c02287	Chromosome	661818	662400	gene	-
SM2011_c06191	Chromosome	662569	663287	gene	+
SM2011_c05002	Chromosome	663412	663897	gene	+
SM2011_c02291	Chromosome	663825	664232	gene	-
SM2011_c06192	Chromosome	664338	664385	gene	+
SM2011_c02292	Chromosome	664608	667805	gene	-
SM2011_c02295	Chromosome	667809	669083	gene	-
SM2011_c02296	Chromosome	669080	670678	gene	-
SM2011_c06193	Chromosome	670680	670734	gene	-
SM2011_c02297	Chromosome	670770	672311	gene	-
SM2011_c06194	Chromosome	671392	671458	gene	+
SM2011_c02298	Chromosome	672433	672825	gene	+
SM2011_c02329	Chromosome	672822	673514	gene	+
SM2011_c02300	Chromosome	673433	675560	gene	-
SM2011_c02301	Chromosome	675550	675912	gene	-
SM2011_c02302	Chromosome	675842	676291	gene	-
SM2011_c04430	Chromosome	676472	676642	gene	-
SM2011_c06195	Chromosome	677055	677134	gene	+
SM2011_c06196	Chromosome	677136	677233	gene	+
SM2011_c02208	Chromosome	677221	677295	gene	-
SM2011_c02304	Chromosome	677557	677805	gene	+
SM2011_c02305	Chromosome	677879	679341	gene	+
SM2011_c02306	Chromosome	679343	679830	gene	+
SM2011_c06198	Chromosome	679565	679649	gene	-
SM2011_c02307	Chromosome	679895	681199	gene	+
SM2011_c02308	Chromosome	681196	681672	gene	+
SM2011_c02309	Chromosome	681686	682165	gene	+
SM2011_c02310	Chromosome	682266	682541	gene	+
SM2011_c02311	Chromosome	682639	683259	gene	+
SM2011_c02312	Chromosome	683191	683546	gene	+
SM2011_c02207	Chromosome	683716	683791	gene	+
SM2011_c06201	Chromosome	683896	684000	gene	-
SM2011_c04431	Chromosome	684060	684323	gene	+
SM2011_c04432	Chromosome	684320	684725	gene	+
SM2011_c06202	Chromosome	684608	684671	gene	-
SM2011_c02313	Chromosome	684806	685501	gene	-
SM2011_c06203	Chromosome	685532	685577	gene	+
SM2011_c07029	Chromosome	685705	685751	gene	+
SM2011_c02314	Chromosome	685769	686909	gene	+
SM2011_c02315	Chromosome	686896	687978	gene	+
SM2011_c02316	Chromosome	688177	688492	gene	+
SM2011_c06204	Chromosome	688581	688859	gene	-
SM2011_c06205	Chromosome	688582	688790	gene	+
SM2011_c02317	Chromosome	688668	689161	gene	-
SM2011_c02318	Chromosome	689308	689769	gene	-
SM2011_c02319	Chromosome	689849	690037	gene	-
SM2011_c02320	Chromosome	690108	690385	gene	-
SM2011_c02321	Chromosome	690554	691846	gene	-
SM2011_c06206	Chromosome	691058	691153	gene	+
SM2011_c02322	Chromosome	691860	694014	gene	-
SM2011_c02323	Chromosome	694147	694972	gene	+
SM2011_c02324	Chromosome	695027	696145	gene	+
SM2011_c02325	Chromosome	696154	697776	gene	+
SM2011_c03000	Chromosome	697773	698753	gene	+
SM2011_c03001	Chromosome	698753	699757	gene	+
SM2011_c03002	Chromosome	699768	700082	gene	+
SM2011_c03003	Chromosome	700079	701467	gene	+
SM2011_c06207	Chromosome	701416	701762	gene	-
SM2011_c03004	Chromosome	701952	703775	gene	+
SM2011_c03005	Chromosome	703801	704094	gene	+
SM2011_c03006	Chromosome	704098	704463	gene	+
SM2011_c03007	Chromosome	704484	706760	gene	+
SM2011_c03008	Chromosome	706766	707233	gene	+
SM2011_c03009	Chromosome	707230	708138	gene	+
SM2011_c03010	Chromosome	708135	709184	gene	+
SM2011_c03011	Chromosome	709184	709573	gene	+
SM2011_c03012	Chromosome	709570	710121	gene	+
SM2011_c03013	Chromosome	710151	710525	gene	+
SM2011_c06208	Chromosome	710457	710542	gene	-
SM2011_c03014	Chromosome	711454	713332	gene	+
SM2011_c06210	Chromosome	711974	712049	gene	-
SM2011_c03015	Chromosome	713972	714828	gene	+
SM2011_c06211	Chromosome	714688	714734	gene	-
SM2011_c03016	Chromosome	714840	715661	gene	+
SM2011_c03017	Chromosome	715589	716035	gene	-
SM2011_c03018	Chromosome	716032	717214	gene	-
SM2011_c06212	Chromosome	716129	716192	gene	+
SM2011_c03019	Chromosome	717326	718363	gene	-
SM2011_c06213	Chromosome	717435	717501	gene	+
SM2011_c06214	Chromosome	717785	717891	gene	+
SM2011_c03020	Chromosome	718451	719083	gene	-
SM2011_c03021	Chromosome	719103	720050	gene	-
SM2011_c03022	Chromosome	720052	720958	gene	-
SM2011_c03023	Chromosome	721055	721908	gene	+
SM2011_c03024	Chromosome	721910	722635	gene	+
SM2011_c03025	Chromosome	722681	724084	gene	+
SM2011_c06215	Chromosome	723171	723249	gene	-
SM2011_c03026	Chromosome	724081	724824	gene	+
SM2011_c06216	Chromosome	724668	724711	gene	-
SM2011_c03027	Chromosome	724923	725320	gene	+
SM2011_c03028	Chromosome	725327	725746	gene	+
SM2011_c03029	Chromosome	725746	726081	gene	+
SM2011_c03030	Chromosome	726093	726881	gene	+
SM2011_c03031	Chromosome	726900	727409	gene	+
SM2011_c03032	Chromosome	727406	728521	gene	+
SM2011_c03033	Chromosome	728518	729057	gene	+
SM2011_c06217	Chromosome	728618	728671	gene	-
SM2011_c03034	Chromosome	729054	729764	gene	+
SM2011_c03035	Chromosome	729780	730271	gene	+
SM2011_c03036	Chromosome	730279	731016	gene	+
SM2011_c03037	Chromosome	731158	732529	gene	+
SM2011_c06218	Chromosome	731474	731517	gene	-
SM2011_c06219	Chromosome	731748	731838	gene	-
SM2011_c06220	Chromosome	732369	732464	gene	-
SM2011_c06221	Chromosome	732531	732557	gene	+
SM2011_c03038	Chromosome	732697	734087	gene	+
SM2011_c03039	Chromosome	734148	735548	gene	+
SM2011_c06222	Chromosome	734933	734983	gene	-
SM2011_c07030	Chromosome	735637	735660	gene	+
SM2011_c03040	Chromosome	735661	736752	gene	+
SM2011_c06223	Chromosome	736050	736098	gene	-
SM2011_c06224	Chromosome	736762	736842	gene	+
SM2011_c03041	Chromosome	736872	737755	gene	+
SM2011_c03042	Chromosome	737752	738936	gene	+
SM2011_c03043	Chromosome	738940	740244	gene	+
SM2011_c03044	Chromosome	740241	741668	gene	+
SM2011_c03045	Chromosome	741607	742170	gene	+
SM2011_c03046	Chromosome	742408	743179	gene	+
SM2011_c03047	Chromosome	743182	744429	gene	+
SM2011_c03048	Chromosome	744431	745926	gene	+
SM2011_c03049	Chromosome	745929	746966	gene	+
SM2011_c03050	Chromosome	747004	747351	gene	+
SM2011_c06225	Chromosome	747182	747249	gene	-
SM2011_c03051	Chromosome	747348	747797	gene	+
SM2011_c03052	Chromosome	747788	748204	gene	+
SM2011_c03053	Chromosome	748140	748541	gene	+
SM2011_c03054	Chromosome	748543	750689	gene	+
SM2011_c03055	Chromosome	750686	751438	gene	+
SM2011_c03056	Chromosome	751443	751856	gene	+
SM2011_c03071	Chromosome	751863	752509	gene	+
SM2011_c06226	Chromosome	752457	752606	gene	-
SM2011_c03072	Chromosome	752635	753003	gene	+
SM2011_c03057	Chromosome	753003	753728	gene	+
SM2011_c06227	Chromosome	753248	753326	gene	-
SM2011_c03058	Chromosome	753550	754617	gene	-
SM2011_c06229	Chromosome	753777	753853	gene	+
SM2011_c06230	Chromosome	754619	754671	gene	-
SM2011_c06231	Chromosome	754826	754843	gene	+
SM2011_c03059	Chromosome	754845	755811	gene	+
SM2011_c03060	Chromosome	756370	757505	gene	-
SM2011_c03061	Chromosome	757655	759375	gene	+
SM2011_c03062	Chromosome	759384	760396	gene	+
SM2011_c03063	Chromosome	760398	761540	gene	+
SM2011_c03064	Chromosome	761570	763225	gene	+
SM2011_c06232	Chromosome	762255	762311	gene	-
SM2011_c03065	Chromosome	763245	764336	gene	+
SM2011_c03066	Chromosome	764410	765057	gene	+
SM2011_c03067	Chromosome	765078	766279	gene	-
SM2011_c07031	Chromosome	766430	766513	gene	-
SM2011_c03068	Chromosome	766636	768456	gene	-
SM2011_c03069	Chromosome	768548	769246	gene	-
SM2011_c03070	Chromosome	769255	770755	gene	-
SM2011_c00761	Chromosome	770927	772213	gene	-
SM2011_c00762	Chromosome	772230	773690	gene	-
SM2011_c06233	Chromosome	773032	773104	gene	+
SM2011_c00763	Chromosome	773771	774975	gene	+
SM2011_c00764	Chromosome	775032	775496	gene	+
SM2011_c00765	Chromosome	775498	778296	gene	+
SM2011_c06235	Chromosome	778342	778424	gene	+
SM2011_c00766	Chromosome	778588	779465	gene	+
SM2011_c00767	Chromosome	779467	779870	gene	-
SM2011_c00768	Chromosome	779982	781340	gene	-
SM2011_c00769	Chromosome	781454	782911	gene	+
SM2011_c00770	Chromosome	783177	784398	gene	+
SM2011_c06236	Chromosome	783831	783913	gene	-
SM2011_c06237	Chromosome	784359	784454	gene	-
SM2011_c00771	Chromosome	784468	785613	gene	+
SM2011_c00772	Chromosome	785618	786529	gene	+
SM2011_c00773	Chromosome	786533	787454	gene	+
SM2011_c00838	Chromosome	787648	789503	gene	-
SM2011_c00774	Chromosome	789631	791793	gene	+
SM2011_c00775	Chromosome	791740	793669	gene	-
SM2011_c00776	Chromosome	793671	797133	gene	-
SM2011_c00777	Chromosome	797281	797857	gene	+
SM2011_c00841	Chromosome	797940	798016	gene	+
SM2011_c06240	Chromosome	798058	798123	gene	-
SM2011_c00778	Chromosome	798119	798999	gene	+
SM2011_c00779	Chromosome	799011	800249	gene	+
SM2011_c00780	Chromosome	800321	801264	gene	-
SM2011_c06241	Chromosome	800734	800896	gene	+
SM2011_c00781	Chromosome	801292	802814	gene	+
SM2011_c00782	Chromosome	802905	804186	gene	+
SM2011_c00783	Chromosome	804176	805228	gene	+
SM2011_c00784	Chromosome	805271	806397	gene	-
SM2011_c06242	Chromosome	806384	806517	gene	+
SM2011_c00785	Chromosome	806520	807122	gene	+
SM2011_c00786	Chromosome	807395	809084	gene	+
SM2011_c06244	Chromosome	807651	807738	gene	-
SM2011_c00787	Chromosome	809188	810192	gene	+
SM2011_c00788	Chromosome	810203	811111	gene	+
SM2011_c00789	Chromosome	811113	811967	gene	+
